,caption,target,prediction,onnx
66,"One more day till the weekend!!!! Better stock up on your favorite rosins!!! @greenlight_productions GMO is sooooo tasty!!! •
•
Glass: @crunklestein 
Quartz: @mayoralquartz 
Cap: @cpbglass 
Music: @macmiller 
Rosin: @greenlight_productions
Dabber: @710tools x @sleevie_wonder_torches",0,0,0
67,"The Dabbin' Wizard collaboration with my shopmate @zerkglass

#heady # glass #bubblecap #dabber #wizard #collaboration #drewskiglass #zerkglass #ontarioglass #ottawaglass #613 #functional #glasssculpture #bestofglass #bubblecaps #drewski #zerk #fillacello #linework #sculpted #ottawaglassblowing #glasswizard #drewskiskiski #opal #collab",0,0,0
68,"Here's the first collab with my good friend @jolexglass I put as many facets as I could fit. Fully faceted nipple and all. It will fit 25mm flat top bangers... hit me up for more pictures or videos.

#bubblecap #carbcap #space #galaxy  #stars #planets #jolexglass #jolex #collab",0,0,0
69,"Thanks too @abrimagery for hooking me up with this amazing workstation from @tagliatool 
I wish all tool makers could produce quality tools like this.
Great job @tagliatool keep up the great work 🔥💯💯💯💯💯💯🔥",0,0,0
70,"**CTION! For a #goldandsilverfumed and #pomagranate 14mm #screenbowl ! Starting bid is $30 with $1 OR more increments.  Ends tonight at 6pm PST 6/19/19 with a 5 minute snipe rule! Dm for questions.  Winner pays $5 shipping us and $15 for international.  Winner MUST BE PayPal OR venmo ready OR I also take the cash app now 😀. Winner MUST CONTACT WITHIN 24HRS and PAY OR ITEM will BE REAUCTIONED.  MUST BE 18/21 years OR OLDER to bid.  PLEASE TAG THE PERSON YOU OUTBID THANKS AND HAPPY BIDDING 😀
#glassforsale#weedsociety#weedtools#glasspipe#highsociety#dabsociety#headyglass#dailydabbers#oprahsbookclub#bestofglass#glassauction#glassauctions",1,1,1
71,"Offering for 6-23:

Ok folks, today we are going to offer up this ashcatcher from an OG tube company, Wicked Sands. They are now defunct, but they were killing it at about the time this mini ashcatcher was made in 2009. This piece is sporting some linework in the bottom of the can, a 10-arm Luke Wilson tree, 14mm joints and comes with a stock linework 14mm slide. This piece would work best with 45° jointed tubes. New and unused, good luck!

This auction is taking place on Instagram ONLY and is going a lot like the others: 🔹Auction opens at $70
🔹Bids of at least $10
🔹Auction ends MONDAY JUNE 24th at 6pm-ish PST
🔹Five minute snipe rule
🔹No BIN, the reserve is the opening price
🔹We reserve the right to refuse the sale due to the shipping destination
🔹$20 flat rate shipping in the US, includes priority ship with full insurance and restricted signature, so you get your glass without fail.
🔹Flakes get blocked - give it a try if you need to
🔴 In the event that winner flakes on purchase we will contact bidder that came in second, so please keep that in mind when bidding.
🔹Turn on notifications, please!!!
We mention the notifications pretty much every week, and every week someone misses the end of the auction; don’t be that guy. We’re blowing out some older inventory and we've got a couple more of these pieces on hand, so if this isn't for you perhaps stay tuned for the next one. #wickedsandsglass #wickedsandsglassforsale #glassart #glassauction #glassforsale #glassofig #glassporn #glasshead #glasslife #wigwagfam #ogglassvault #bitfreakglass #bitfreakglasstoo #trumpisarussianstooge 👍 ⚠️ IG updates their app on a regular basis so stay updated and turn notifications on so you don’t miss the close. We hear about these things all the time, “I didn’t see the auction.” It’s easy to not be that guy. ⚠️ The item for sale is NEW. Bidding ends when we say it does. Flakes get blocked SO PLEASE HAVE PAYMENT READY AT CLOSE OF AUCTION",1,1,1
72,"This is the first slide in my numbered series #paythepiperseries #0 This 18mm 4 hole slide features Sunset slyme, Cobalt 4, proton pink, and a gorgeous @dopalsopals opal.  Available AF hit the dm. 
My regular slides range from $40 to $60, I wanted to make a fancier version lol  this is still a production slide and is available for wholesale, retail price on 4 hole is $120, single hole is $100 #paythepiperseries #paythepiperslide #cloudsovercanada #bowlslide #bowlslides #4holeslide #fire #uv #funwithfire #bubblecap #banger #glass #glassofig #rigsofig #custom #minitube #glassforsale #boro #boroforsale #glassart #carbcap #bangerhanger #qtiptech #thousanddollarsmoke #glassdabber #paythepiper #piedpiperglass #therealpiedpiper",0,0,0
73,"🌟 25mm Bubble Caps For Sale 🌟
Colors:
▪Dragons Blood
▪Wild Honey(sold)

Wholesale available

#dragonsblood #25mmbubblecap #wholesale #wholesaleglass #Carbcap #bubblecap #scoopdabber #glassdabber #cflglassforsale  #scooptipdabbers #smokeshop #flattopbanger #headydabber #glassscoop #quartzbanger #floridaglass #glassblowing #glass_of_ig #glassforsale #904glass #headyglassforsale #borosilicate #wigwag #americanmadeglass #likeforlike",0,0,0
74,"Garlic bread? Stuffed garlic bread? Or cheese garlic bread? Garlic bread anyways is the best side appetizer. 😍
----------------------------------------------------------------------------
(WHERE 📍) Maximus mall, dharamshala
----------------------------------------------------------------------------
(WAAH😍/NAAH😐) perfectly grilled and sliced. Crunchiest base n cheasiest top with perfect herbs. Waah😍
----------------------------------------------------------------------------
(RATE ⭐/5) ⭐⭐⭐⭐
----------------------------------------------------------------------------
#garlicbread #foodporn #foodie #pasta #cheese #food #instafood #garlic #yummy #pizza #foodblogger #bread #foodlover #foodphotography #dinner #italianfood #foodstagram #delicious #cheesy #foodgasm #carb #bestofglass #headyglass #carbcap #sandwich #bubblecap #cap #boobytrapspeltbackwardsispartyboob #heady #bhfyp",0,0,0
75,"We've got a bunch of new crop circle tech bubblecaps from @jonkglass available!
DM for more pics or info!
#dripglass #glassofig #jonkglass #cropcircletech #bubblecap #dabchamps #canadianglass #bestofglass",0,0,0
76,"🌀Caps AVAILABLE ON MY WEBSITE! Link in my bio🔷use code: FREESHIP at checkout!🔷
#MustardGlass #eastcoastglass #glassforsale #glassofig #dabbersdaily #dabbers_unite #headyglass #headyglassforsale #headyglassart #bestofglass #bubblecaps #bubblecap #fumedcap #fumedhoneycomb #glasshoneycomb #carbcap #carbcaps #fumedglass #goldandsilverfume",0,0,0
77,Just hanging out on my #dayoff with the love @fuck_all_ya_all smoking and figured I’d post a #smokingvideo waiting for a new piece from #dailyhighclub and a new #banger from #yodabbadabba I hope everyone had a great #weekend and it’s a beautiful day for anyone who went to #greenmindevents #floatandsmoke today. Must’ve been a blast!! #stayelevated #highsundays #dabs #bubblecap #marijuana #marijuanagrowers #marijuanagram #canabis #canabiscommunity #cannabisculture #bobmarley #sundayfunday #relaxing,0,0,0
78,"🚨24 Hour Dual Auction🚨
Sour Patch Kids candy bottle with 5-hole shower head perc). First place wins their choice of 1, and runner-up wins the other 1. Leave your bids in the comments below!
Artist: @emperial1
(About 7 inches/ 14mm)
👇👇AUCTION RULES👇👇
👉Starting Bid: $140
👉Bid Increments: $20 minimum
👉Tag the person you outbid
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Thursday 5:30 P.M. ET
👉Shipping Same Week
👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #glassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass",1,1,1
79,"🌈Lerk Gloved Sitter🌈
-I used Pastel Serum from @glassalchemy for the head, and some new colors (Neptune/Plantphibian) from @moltenaura for the rest of the build. This is the first time I used Neptune in a hollow build...This color is AMAZING! Reminds me of a pastel blue mixed with moonstone! Super thin it even looks like fume/opaline.
#Lerktheworld #lerk #headyart #sculpted #glassart #igart #arttoys #interiorarttoys #lerkharder #sitter #love",0,0,0
80,"Buyer bailed on this cap from the auction the other day. Shoot me a dm if you would like to scoop! $40 with $5 shipping to anyone who wants it. #texasglass  #functionalglass 
#functionalart #glassart #glassforsale  #glassofig  #boroforsale #boroofig
#headyglass  #dabbersofig #boro  #glassporn #glasspipes  #rigsofig #rigsforsale #glass_art #bestofglass #710 #710society #420 #420life #420photography",0,1,1
81,"Another beauty evening so why not take the @arealnobody Number 57 Molecule Rig our for a little dab! 
Rig And Cap By: @arealnobody 
Dab Tool: @sherbetglassart 
Dab Mat: @moodmats x @smokeshopyeg4 
Banger By: @scifiglassworks 
Concentrates From: @extracts.voltage.high @high__voltage__extracts 
Thanks again to @smokeshopyeg4 like always! Hit them up and give them a follow! 
#arealnobody #epokthebarefoot #cloudsovercanada #pnwdabbers #dabbersunite #thousanddollarsmoke #medicated #glasslove #headyart #headyglass #glassart #highendglass #hetti",0,0,0
82,"Fumed PUFFCO PEAK directional airflow bubble cap up for grabs, First dibs takes it, $35 shipped #rebelzglass #glassforsale #boroforsale #headyglassforsale #glass4sale #boro4sale #headyglass #carbcap #directionalairflow #bubblecap #terpcap #handmade #coloradomade #puffcopeak #puffcopeakcap #peakcap #puffcocap #puffcopeakcaps #peak #black #fume #puffcopeak 📸 credit @borohoney719",0,0,0
83,"america color glass water pipe
whatsapp+86-18681463569
sales16@enjoyvapour.com#glassblowing #glassart#glasswaterpipe #710 #420 #hbking#hbkingglass #headyart #bong#glassporn #weed #highlife #glassofig#glasswork #glassware #oilrig#recycler #bubbler #smokeshop#wholesale #cbdsyrup #headrush#headshop #smokeshopwholesale#headshoplife #headshopofig#scientificglass #uvglass #bongforsale#glassforsale",0,0,0
84,"Couple of bubblecaps from earlier

#headyglass #functionalart #uvglass #bubblecap #carbcap #satin #handcrafted #glassforsale #glassart",0,0,0
85,"Sent this custom off yesterday!🤤 ~Tourmaline Crystal ~White Sapphires .
.
. 
Thankyou everyone for the continued love and support.  Big thanks to @kboyce814 for always coming to me with great project ideas and your support since day one 🙌",0,0,0
86,"🚨24 Hour Auction🚨
Engineer survivor pendant with opal eye. Leave your bids in the comments below!
Artist: @mangoglass710
👇👇AUCTION RULES👇👇
👉Starting Bid: $100
👉Bid Increments: $20 minimum
👉Buy it Now: $280
👉Tag the person you outbid
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Monday 11:59 P.M. ET
👉Shipping Same Week
👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #glassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass",1,1,1
87,"Mike Gong nug jar, this one was scooped up by another collector at High Sierra 2010.",0,0,0
88,"Here’s a look at 1 of the available Bubble Caps by @coteglass
👉🏼It snugly fits 25mm-30mm Flat Top Nails and Thermal Bangers🤘🏼The airflow is on point💯💯 the hole is slightly smaller, than a lot of caps out there👌🏼 and milks your rig up💨💨
🎨 It's made up of Tropical Green🏝 and Multi, a nice striking color🔥🔥
•• If you're interested, have questions or would like to see pics of the other caps available, please send a DM📲Thanks for looking🙏🏼🙏🏼
•
•
•
•
#rigdepot
#glass4sale
#glassauctions 
#buyboro 
#boroofig 
#oprahswookclub 
#dailydabber 
#710life 
#bubblecap
#boroballers 
#glassofinstagram 
#carbcaps 
#dabbersunite 
#glasscommunity 
#instaglass
#710feed 
#quartzbanger 
#thermalp 
#glasslove 
#glassofinstagram 
#keepitchronic 
#ostf 
#carbcap 
#carbcaps 
#terps 
#iwillmarrymary 
#lowtemp
#kusharmy 
#dabsociety 
#lowtemp 
#bubblecaps",0,0,0
89,"HAPPY 710 EVERYONE! FIRST PERSON TO COMMENT DIBS GETS THIS #ether drippy #qtipjar with #isocontainer and matching drippy #pendant FOR $75 SHIPPED IN US! PayPal, venmo or cash app accepted 😀✌ please be payment ready thanks hope everyone is having a dabtastic day!✌😀
#glassforsale#qtipstation#qtipjars#isojar#isocontainer#dabstation#cleaningstation#pendants#pendantsforsale#pendantsofig#highsociety#dabsociety#headyglass#dabbers#dabtools#terptools#dailydabbers#oprahsbookclub#bestofglass#glassofig#dabstagram#710society#glassauctions",1,1,1
90,"Opal inspired ✨✨✨(see a video of it a few posts back)
•
•
•
•
•
•
• #resin #resinart #artwork #rollingtray #artforsale #headyart #headyartforsale  #trippyart #psychedelicart #hippyart #headyartvault  #headyforsale #homedecor #420art #smokeweed #rolling #heady #trippyart #headshop #localartist  #opal #sharkweek #missouriartist #natureinspiredart #oceanart #customart #handmade #functionalart",0,0,0
91,"🔥🔥 ***ENDED*** Bear Pendy AUC$TION 🔥🔥❗️❗️ PLEASE READ EVERYTHING BELOW BEFORE PLACING A BID❗️❗️
1️⃣ Artist: @garrett_allard 🎨
2️⃣ Starting Bid: $20💰
3️⃣ Min. Bid Increments: $2💹
4️⃣ NO BIN (Buy It Now) 💤
5️⃣ Auction Ends tomorrow when we call it. Going once, twice, sold style ⏰
6️⃣ Flakes, Tools, & Retracted Bids = BLOCK! 🐱
7️⃣ NO Reserve ❗️
8️⃣ FREE U.S. SHIPPING 🇱🇷 (all international bidders please send us a message before bidding)
9️⃣ Payment due within 24 hours of auction end, no exceptions ❗️❗️ MUST bid under our comment that says “bid here” or your comment will be deleted❗️❗️",0,0,0
92,"When the homie gives you his ""fire"" eesh #joeybglassjammer #afm #alienflowermonkey #headyglass #headyart #bubbledumper #terpspinner #glassporn #heady #dabber #daburai #dabbersdaily #710society #710 #420 #dabstagram #dabrigs #rig #thousanddollarsmoke #globs #glassofig #glassart #bubblecap",0,0,0
93,"Well look at that! got a little kit with matching pendant, bubble cap, and pipe! 🔥🔥 😍 all out on the shelf and I couldn't be more excited 😁 thanks for looking 👆 and sorry for the glare on the red pendy 😩 go check it out on my page💯👌 All glass is available for purchase! 🔥🔥🔥🔥🔥🔥🔥
@officialheadhunterssmokeshop 
#glasslife #glassofig #glassofinsta #bestofglass #teamredmax #headhuntersglass #texasglass #localart #art #pendy #pendant #bubblecap #carbcap #glasspipe #hollowglass #lampworking",0,0,0
94,"🚨24 Hour Auction🚨
CFL-reactive wolf pup pendant with two opal eyes. Leave your bids in the comments below!
Artist: @ryankane_glass
👇👇AUCTION RULES👇👇
👉Starting Bid: $60
👉Bid Increments: $10 minimum
👉Buy it Now: $150
👉Tag the person you outbid
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Thursday 3:00 P.M. ET
👉Shipping Same Week
👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #glassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass",1,1,1
